xVal,yVal
0,437
1,437
2,438
3,439
4,439
5,440
6,440
7,441
8,441
9,442
10,442
11,442
12,443
13,443
14,443
15,444
16,444
17,444
18,444
19,444
20,445
21,445
22,445
23,445
24,445
25,445
26,445
27,445
28,445
29,445
30,445
31,445
32,445
33,444
34,444
35,444
36,444
37,443
38,443
39,443
40,442
41,442
42,441
43,441
44,441
45,440
46,440
47,439
48,439
49,438
50,438
51,437
52,436
53,436
54,435
55,435
56,434
57,433
58,432
59,432
60,431
61,430
62,429
63,428
64,427
65,427
66,426
67,425
68,424
69,423
70,422
71,421
72,420
73,419
74,418
75,417
76,416
77,415
78,414
79,413
80,412
81,411
82,409
83,408
84,407
85,405
86,405
87,403
88,402
89,401
90,399
91,398
92,397
93,395
94,394
95,393
96,392
97,391
98,389
99,388
100,386
101,385
102,384
103,382
104,380
105,379
106,378
107,376
108,375
109,374
110,372
111,371
112,369
113,368
114,366
115,364
116,363
117,361
118,360
119,359
120,358
121,356
122,354
123,353
124,351
125,350
126,348
127,346
128,345
129,343
130,342
131,340
132,339
133,337
134,336
135,334
136,332
137,331
138,329
139,327
140,326
141,325
142,323
143,322
144,320
145,318
146,317
147,315
148,314
149,312
150,310
151,309
152,307
153,306
154,304
155,303
156,301
157,300
158,298
159,296
160,295
161,293
162,292
163,291
164,290
165,288
166,286
167,285
168,283
169,282
170,280
171,278
172,277
173,276
174,275
175,273
176,272
177,270
178,269
179,267
180,266
181,264
182,263
183,261
184,261
185,259
186,258
187,256
188,255
189,254
190,253
191,251
192,250
193,249
194,247
195,246
196,245
197,244
198,243
199,241
200,240
201,239
202,237
203,236
204,235
205,234
206,233
207,232
208,230
209,230
210,228
211,227
212,226
213,225
214,224
215,222
216,221
217,221
218,220
219,219
220,218
221,217
222,216
223,215
224,214
225,213
226,212
227,210
228,210
229,209
230,208
231,207
232,206
233,205
234,205
235,204
236,203
237,202
238,201
239,201
240,200
241,199
242,199
243,198
244,197
245,196
246,196
247,195
248,194
249,194
250,193
251,193
252,192
253,192
254,191
255,190
256,190
257,189
258,189
259,188
260,188
261,188
262,187
263,187
264,186
265,186
266,186
267,185
268,185
269,184
270,184
271,184
272,184
273,184
274,183
275,183
276,183
277,183
278,182
279,182
280,182
281,182
282,182
283,182
284,182
285,182
286,182
287,182
288,182
289,182
290,182
291,182
292,182
293,182
294,182
295,182
296,182
297,182
298,182
299,182
300,183
301,183
302,183
303,183
304,184
305,184
306,184
307,184
308,184
309,185
310,185
311,186
312,186
313,186
314,187
315,187
316,187
317,188
318,188
319,189
320,190
321,190
322,190
323,191
324,191
325,192
326,192
327,193
328,193
329,194
330,195
331,195
332,196
333,197
334,197
335,198
336,198
337,199
338,200
339,200
340,201
341,202
342,202
343,203
344,204
345,205
346,206
347,206
348,207
349,208
350,209
351,209
352,210
353,211
354,212
355,213
356,214
357,215
358,216
359,216
360,217
361,218
362,219
363,220
364,221
365,221
366,222
367,223
368,224
369,225
370,225
371,226
372,228
373,229
374,229
375,230
376,231
377,232
378,233
379,234
380,235
381,236
382,237
383,238
384,239
385,240
386,241
387,241
388,242
389,244
390,244
391,245
392,246
393,247
394,248
395,249
396,250
397,251
398,252
399,253
400,253
401,254
402,255
403,255
404,256
405,257
406,258
407,259
408,260
409,261
410,262
411,263
412,264
413,264
414,265
415,266
416,266
417,267
418,268
419,269
420,270
421,271
422,272
423,273
424,273
425,274
426,274
427,275
428,276
429,277
430,277
431,278
432,279
433,280
434,280
435,281
436,282
437,282
438,283
439,284
440,284
441,285
442,286
443,286
444,287
445,287
446,288
447,288
448,289
449,290
450,290
451,291
452,291
453,292
454,293
455,293
456,293
457,294
458,295
459,295
460,295
461,296
462,296
463,297
464,297
465,298
466,298
467,299
468,299
469,299
470,300
471,300
472,300
473,301
474,301
475,301
476,301
477,302
478,302
479,303
480,303
481,303
482,303
483,304
484,304
485,304
486,305
487,305
488,305
489,305
490,305
491,305
492,305
493,306
494,306
495,306
496,307
497,307
498,307
499,307
500,307
501,307
502,307
503,307
504,307
505,307
506,307
507,307
508,307
509,307
510,307
511,307
512,308
513,307
514,307
515,307
516,307
517,307
518,307
519,307
520,307
521,307
522,306
523,306
524,305
525,305
526,305
527,305
528,304
529,304
530,304
531,303
532,303
533,302
534,301
535,301
536,300
537,300
538,299
539,298
540,298
541,297
542,296
543,295
544,295
545,294
546,293
547,292
548,291
549,289
550,288
551,287
552,286
553,285
554,283
555,283
556,281
557,280
558,278
559,277
560,275
561,274
562,272
563,270
564,268
565,267
566,266
567,263
568,262
569,260
570,258
571,256
572,254
573,253
574,251
575,249
576,247
577,246
578,244
579,242
580,240
581,238
582,236
583,234
584,232
585,230
586,229
587,228
588,226
589,224
590,222
591,220
592,218
593,216
594,214
595,213
596,211
597,210
598,208
599,206
600,205
601,203
602,201
603,200
604,198
605,196
606,195
607,193
608,192
609,191
610,189
611,187
612,186
613,184
614,183
615,181
616,180
617,179
618,177
619,176
620,175
621,174
622,172
623,171
624,169
625,168
626,167
627,166
628,164
629,163
630,162
631,161
632,160
633,158
634,157
635,156
636,155
637,154
638,152
639,151
640,150
641,149
642,148
643,147
644,146
645,145
646,144
647,143
648,142
649,141
650,140
651,138
652,138
653,137
654,136
655,135
656,134
657,133
658,132
659,131
660,130
661,129
662,128
663,128
664,126
665,125
666,125
667,124
668,123
669,122
670,121
671,120
672,119
673,118
674,118
675,117
676,116
