xVal,yVal
0,160
1,161
2,162
3,162
4,163
5,163
6,164
7,164
8,164
9,165
10,166
11,166
12,166
13,166
14,166
15,167
16,167
17,167
18,168
19,168
20,168
21,168
22,168
23,168
24,168
25,168
26,168
27,168
28,168
29,168
30,168
31,168
32,168
33,168
34,168
35,168
36,168
37,168
38,168
39,168
40,168
41,168
42,167
43,167
44,167
45,167
46,167
47,166
48,166
49,166
50,166
51,165
52,165
53,164
54,164
55,164
56,163
57,163
58,163
59,162
60,162
61,162
62,161
63,161
64,160
65,160
66,159
67,159
68,158
69,158
70,157
71,157
72,156
73,156
74,155
75,155
76,154
77,154
78,153
79,153
80,152
81,151
82,151
83,150
84,149
85,149
86,148
87,148
88,147
89,147
90,146
91,145
92,145
93,144
94,143
95,143
96,142
97,142
98,141
99,140
100,140
101,139
102,138
103,138
104,137
105,137
106,136
107,135
108,135
109,134
110,134
111,133
112,132
113,132
114,131
115,130
116,130
117,129
118,128
119,128
120,127
121,127
122,126
123,126
124,125
125,124
126,124
127,123
128,123
129,122
130,122
131,121
132,121
133,120
134,119
135,119
136,118
137,118
138,117
139,117
140,116
141,116
142,116
143,115
144,115
145,114
146,114
147,114
148,113
149,112
150,112
151,112
152,111
153,111
154,111
155,110
156,110
157,110
158,109
159,109
160,108
161,108
162,108
163,108
164,108
165,108
166,107
167,107
168,107
169,107
170,106
171,106
172,106
173,106
174,106
175,106
176,106
177,106
178,106
179,106
180,106
181,106
182,106
183,106
184,106
185,106
186,106
187,106
188,106
189,106
190,106
191,106
192,106
193,106
194,107
195,107
196,107
197,107
198,107
199,108
200,108
201,108
202,108
203,109
204,109
205,110
206,110
207,110
208,111
209,111
210,111
211,112
212,112
213,113
214,114
215,114
216,114
217,115
218,115
219,116
220,117
221,117
222,118
223,119
224,119
225,120
226,121
227,121
228,122
229,123
230,124
231,124
232,125
233,126
234,127
235,128
236,129
237,130
238,131
239,132
240,132
241,133
242,134
243,136
244,137
245,138
246,140
247,141
248,142
249,144
250,144
251,146
252,147
253,149
254,151
255,152
256,154
257,156
258,157
259,159
260,160
261,162
262,164
263,166
264,168
265,170
266,172
267,174
268,177
269,179
270,182
271,184
272,185
273,187
274,190
275,192
276,195
277,198
278,200
279,203
280,206
281,209
282,211
283,213
284,216
285,219
286,222
287,226
288,228
289,232
290,235
291,238
292,242
293,244
294,247
295,250
296,254
297,257
298,261
299,265
300,269
301,272
302,275
303,279
304,283
305,285
306,289
307,293
308,297
309,301
310,305
311,309
312,313
313,317
314,321
315,323
316,327
317,331
318,335
319,339
320,343
321,347
322,351
323,355
324,360
325,364
326,367
327,370
328,374
329,378
330,382
331,386
332,390
333,393
334,397
335,401
336,404
337,407
338,411
339,414
340,418
341,421
342,425
343,429
344,432
345,435
346,439
347,441
348,443
349,447
350,450
351,453
352,455
353,458
354,461
355,464
356,467
357,469
358,471
359,473
360,476
361,478
362,480
363,483
364,485
365,487
366,489
367,491
368,493
369,495
370,495
371,497
372,499
373,501
374,502
375,504
376,505
377,506
378,508
379,509
380,510
381,510
382,511
383,512
384,514
385,515
386,515
387,516
388,517
389,518
390,518
391,518
392,519
393,520
394,520
395,520
396,521
397,521
398,521
399,521
400,521
401,522
402,522
403,522
404,522
405,522
406,521
407,521
408,521
409,521
410,520
411,520
412,519
413,519
414,519
415,518
416,517
417,517
418,516
419,515
420,514
421,513
422,512
423,511
424,510
425,509
426,507
427,506
428,505
429,503
430,501
431,499
432,498
433,496
434,494
435,493
436,490
437,488
438,485
439,483
440,480
441,477
442,474
443,471
444,468
445,465
446,462
447,459
448,455
449,451
450,447
451,443
452,439
453,435
454,430
455,425
456,422
457,418
458,413
459,407
460,402
461,397
462,391
463,385
464,379
465,373
466,368
467,363
468,358
469,353
470,346
471,340
472,334
473,328
474,322
475,316
476,311
477,305
478,300
479,295
480,290
481,285
482,280
483,275
484,269
485,264
486,260
487,255
488,251
489,248
490,245
491,241
492,237
493,234
494,231
495,227
496,224
497,221
498,218
499,217
500,215
501,212
502,210
503,208
504,206
505,204
506,203
507,201
508,199
509,198
510,197
511,196
512,195
513,194
514,193
515,192
516,192
517,191
518,191
519,190
520,190
521,190
522,190
523,190
524,189
525,189
526,190
527,190
528,190
529,190
530,190
531,190
532,191
533,191
534,192
535,192
536,193
537,194
538,194
539,195
540,196
541,196
542,197
543,198
544,198
545,199
546,199
547,200
548,201
549,201
550,202
551,203
552,204
553,204
554,205
555,205
556,206
557,207
558,207
