xVal,yVal
0,234
1,234
2,234
3,235
4,235
5,236
6,237
7,238
8,238
9,239
10,239
11,239
12,240
13,240
14,241
15,241
16,242
17,242
18,242
19,242
20,242
21,242
22,243
23,243
24,243
25,243
26,243
27,243
28,243
29,243
30,243
31,243
32,243
33,243
34,243
35,243
36,243
37,242
38,242
39,242
40,242
41,242
42,241
43,241
44,241
45,240
46,240
47,240
48,239
49,239
50,239
51,238
52,238
53,238
54,237
55,237
56,236
57,236
58,235
59,235
60,234
61,234
62,233
63,233
64,232
65,232
66,231
67,231
68,230
69,229
70,229
71,228
72,228
73,227
74,226
75,226
76,225
77,225
78,224
79,223
80,222
81,222
82,221
83,220
84,220
85,219
86,218
87,218
88,217
89,216
90,215
91,215
92,214
93,213
94,212
95,211
96,211
97,210
98,209
99,209
100,208
101,207
102,206
103,205
104,204
105,203
106,202
107,202
108,201
109,201
110,200
111,199
112,198
113,197
114,196
115,195
116,194
117,193
118,193
119,192
120,191
121,190
122,189
123,189
124,188
125,187
126,186
127,185
128,184
129,183
130,182
131,182
132,181
133,180
134,179
135,178
136,177
137,176
138,175
139,174
140,173
141,173
142,172
143,171
144,170
145,169
146,169
147,168
148,167
149,166
150,165
151,164
152,163
153,162
154,161
155,161
156,160
157,159
158,158
159,157
160,156
161,155
162,154
163,154
164,153
165,152
166,151
167,150
168,149
169,149
170,148
171,147
172,146
173,146
174,145
175,144
176,143
177,142
178,141
179,141
180,140
181,139
182,138
183,137
184,136
185,136
186,135
187,134
188,133
189,133
190,132
191,131
192,130
193,129
194,129
195,128
196,127
197,127
198,126
199,125
200,125
201,124
202,123
203,122
204,122
205,121
206,120
207,120
208,119
209,119
210,118
211,117
212,117
213,116
214,115
215,115
216,114
217,114
218,113
219,112
220,112
221,111
222,111
223,110
224,110
225,109
226,109
227,108
228,108
229,107
230,107
231,107
232,106
233,106
234,105
235,105
236,104
237,104
238,104
239,103
240,103
241,103
242,102
243,102
244,102
245,102
246,101
247,101
248,100
249,100
250,100
251,100
252,100
253,100
254,100
255,100
256,100
257,99
258,99
259,99
260,99
261,99
262,99
263,99
264,99
265,99
266,100
267,100
268,100
269,100
270,100
271,100
272,100
273,101
274,101
275,101
276,102
277,102
278,102
279,103
